"","text"
"1270"," e doncorleone status presiden mempercepat uji coba program‚ kartu prakerja‚ meredam dampak tekanan ekonomi akibat wabah‚ virus corona‚ covid utk menampung pekerja yg terkena phk akibat penurunan aktivitas industri corona menyerang "
"1271"," e doncorleone "
"1272"," e y ez status sekretaris‚ kemenko‚ perekonomian‚ susiwijono‚ daerah dipilih pemerintah lokasi prioritas program paling‚ terdampak‚ wabah virus corona alasi‚ covid berdampak phk sektor wisata bali manado kepulauan riau "
"1273"," e y ez "
"1274"," e albertsolo status hotel cafe bali terpaksa merumahkan karyawannya bhakan phk sepinya pengunjung pulau bali akibat dampak virus corona covid e albertsolo "
"1275"," e notthisnorthat status semoga ga kena phk covid kota kena curfew lockdown transportasi ga aktif upaya mengatasi epidemi ekonomi ga tumbuh bisnis merugi notthisnorthat"
"1276"," e takkenalmakata status pengen bahas korona covid segitu dampaknya perusahaan kah shokkk banget kemarin temen temen sekantor orang phk e takkenalmakata"
"1277"," e mandahollahupp status ketakukatan akibat covid anak hospitality sektor pariwisata "
"1278"," phk "
"1279"," ketularan penyebaran virus "
"1280",""
"1281","yok nyiapin pos dana darurat gajian aman kondisi finasial disegala situasi mandahollahupp"
"1282"," e imteabee status pengusaha rokok kena penurunan laba kerugian phk trs nambah pengangguran wkwkwk berantai covid e imteabee"
"1283"," e afrizain putra status takut muncul mengahadapi pahami "
"1284",""
"1285","takut setan krn paham alam goib "
"1286","takut phk krn paham bisnis "
"1287","takut begal krn paham bela "
"1288",""
"1289"," takut covid paham pemerintah menanganin afrizain putra"
"1290"," e endoclev status memarin habis baca hrdbacot serem uga yg kena unpaid leave or worst kena phk covid endoclev"
"1291"," e adhyanhasta status let s say minggu sampe sebulan covid nularnya masif gampang tutup hiburan jkt duluan pelayanan kesehatan pangan buka "
"1292"," "
"1293"," phk kayanya ekonomi rugi adhyanhasta"
"1294"," e pii oppii status kemarin sore bilang pi gausah ngajar fokus kuliah "
"1295",""
"1296"," malem phk sekolah terkait covid "
"1297",""
"1298","yaallah "
"1299","ucapan mu langsung terkabul e pii oppii"
"1300"," e sitianingsih status situbondo jatim edaran resmi dr phk diknas jd sy sbg guru murid hr aktif hy doa smg covid tdk nyampe daerah sy amiiiin e sitianingsih "
"1301"," e chokanostra status fokus covid sadari pegawai retail ba beauty advisor phk pengusaha mendekati puasa thr cc disnakerkotabdg chokanostra"
"1302"," e tomy chrenz status karyawannya kena covid sakit terburuknya meninggal ya bos perusahaan tinggal otomatis mengganti pegawai yg phk ngasih pesangon pilihan salahkan pemerintah ya tomy chrenz"
"1303"," e tomy chrenz status peluang perusahaan utk mengurangi karyawan yg terinfeksi covid sampe terburuknya meninggal perush gk repot phk ngasih pesangon tinggal mengganti dgn pegawai pemilik perush ya stay at home melindungi tomy chrenz"
"1304"," e blue isyou status pilihan buruh cuman kerja phk mas "
"1305"," mah berharap pemerintah regulasi utk perusahaan‚ yg bandel menyuruh karyawannya kejar target dr libur utk menghindari covid "
"1306","dn jg tetep digaji blue isyou"
"1307"," e mnkamba status seumpama ancaman covid datangnya jelang pilpres pastinya ga dicuekin kyk gini kampanye gaperlu khawatir ga ngantor klo kena phk kartu kerja tp skrg hrs ngantor ancaman terinfeksi mata mnkamba"
"1308"," e theiconomic status presiden joko widodo jokowi menteri memberitahukan perusahaan perusahaan pemutusan hubungan kerja phk isu rencana phk dampak wabah virus corona covid "
"1309","selengkapnya"
"1310"," e theiconomic"
"1311"," e lakilaki pemaaf status hikmah phk kerja senin berangkat kerja transportasi rute jadwal dibatasi minggu kedepan terkait wabah virus covid e lakilaki pemaaf"
"1312"," e koran rakcer status imbas covid phri jabar khawatir gelombang phk besaran rakyat cirebon "
"1313"," rakyatcirebon id imbas covid phri jabar khawatir gelombang phk besaran html koran rakcer"
"1314"," e heraherika status lo mati covid yauda urusan lo dunia uda kelar tinggal urusan tuhan hidup diisolasi gr lockdown perekonomian lumpuh total phk dimana perusahaan ga beroperasi heraherika"
"1315"," e aluna safitri status astaga "
"1316",""
"1317","sumpah "
"1318",""
"1319","si lucu "
"1320"," pikir karyawan khawatir tertular covid "
"1321",""
"1322"," karyawan suruh masuk perusahaan "
"1323","karyawan "
"1324",""
"1325","memangnya menanggung beban phk "
"1326",""
"1327"," gerindra aluna safitri"
"1328"," e rakyatmerdeka status karyawan kerja rumah dilarang phk pengusaha berani melawan presiden "
"1329",""
"1330"," dirumahajadulu phk coronavirusoutbreak coronaalert "
"1331"," coronapocolypse covid covid covid lockdown "
"1332"," rakyatmerdeka bacakoranrm e rakyatmerdeka "
"1333"," e lavi shina status diakhawatirkan pandemi covid gelombang phk industri pariwisata penerbangan ritel "
"1334",""
"1335"," bersahabat indonesia lavi shina"
"1336"," e noerhidd status covid revenue bener turun semoga reservasi grup ga yg cancel semoga cepet selesai disease ya allah jgn yg kehilangan pekerjaannya perusahaan ga memenuhi gaji karyawannya yg berdampak phk "
"1337"," coronaoutbreak "
"1338"," coronafigh e noerhidd "
"1339"," e remorkasn status pkl penarikan sekolah bahaya virus covid gini phk "
"1340"," selasasambat e remorkasn "
"1341"," e cinta amaranila status pengangguran dipaksa mundur tida melamar pekerjaan perusahaan phk dampak covid e cinta amaranila"
"1342"," e pikiran rakyat status keganasan wabah covid akibatkan phk pariwisata salah sektor terimbas pikiran rakyat"
"1343"," e jpnncom status banyaknya kompetisi sepak bola ditunda virus corona covid pemain terancam phk massal phkmassal jpnncom"
"1344"," e taufikali s status gw takut kenna virus covid gw cuman takut phk dri kerjaan krn perekonomian negara genting taufikali s"
"1345"," e not note status welcome to indonesia wabah corona ancam phk massal pemain sepak bola kasihan tuuu pulang kampung pemain bolanya wkwkwkwk covid tandatangani petisi tagar indonesia not note"
"1346"," e abang upig status guys darurat covid belanja produk negeri yak takutnya phk besaran saham ihsg nyentuh an abang upig"
"1347"," e cnbcindonesia status dampak covid sektor industri phk carikan solusi teman teman kerja kena phk susiwijono kantornya selasa "
"1348",""
"1349"," e cnbcindonesia"
"1350"," e rakes gint status covid semuarugi semuakena letsfightthevirus tingkat konsumen menurun pebisnis rugi karyawan phk rugi "
"1351"," covid rakes gint"
"1352"," e brandalkorslet status orang orang phk liburkan ga rumah covid gua masuk kerja cok brandalkorslet"
"1353"," e sartificialint status greget desperate kali "
"1354",""
"1355","parah sih industri penerbangan terpukul mundur covid semoga bertahan berujung phk masal sartificialint"
"1356"," e ewadarmaprama status dear presiden tolong bantu keuangan terkena phk akibat virus covid presiden e ewadarmaprama"
"1357"," e ekrutofficial status kartu pra kerja digadang gadang salah solusi diluncurkan pemerintah menangani isu phk dampak covid "
"1358",""
"1359"," kartu jawabannya "
"1360"," newsupdate "
"1361"," kartuprakerja "
"1362"," ekrut me e ekrutofficial"
"1363"," e lokadataid status pemerintah mempercepat peluncuran kartu prakerja mengantisipasi gelombang phk daerah terdampak covid pengamat kebijakan membawa dampak signifikan perekonomian nasional waktunyalokadata lokadataid"
"1364"," e rullyaulana status yg kena phk dampak covid semangat ya "
"1365",""
"1366"," coronaindonesia e rullyaulana"
"1367"," e jpnncom status dampak mewabahnya virus corona covid pemain sepak bola profesional norwegia terkena phk pemainsepakbolaphk jpnncom"
"1368"," e galaulogi status teror dunia "
"1369"," bayang covid "
"1370"," bayang phk diperparah faktor nomor e galaulogi"
"1371"," e por phk status "
"1372",""
"1373"," dm "
"1374",""
"1375"," e b e b e b a e b b e b "
"1376"," e b a e b b e b e b a e b b e b a e b e b ae e b e b b e b a e b a covid covid coronavirus por phk"
"1377"," e fspmi kspi status dampak covid apindo phk fspmi kspi"
"1378"," e mboells status dampak covid apindo phk dlvr it rs v r mboells"
"1379"," e mperdjoeangan status dampak covid apindo phk dlvr it rs v p e mperdjoeangan"
"1380"," e bomax korslet status dampak covid apindo phk dlvr it rs v bomax korslet"
"1381"," e rumahburuh status dampak covid apindo phk dlvr it rs v q rumahburuh"
"1382"," e selamet w status dampak covid apindo phk dlvr it rs v e selamet w "
"1383"," e mareta indie status dampak covid apindo phk dlvr it rs v y e mareta indie"
"1384"," e adhiedj status dampak covid apindo phk dlvr it rs wgx adhiedj"
"1385"," e kspicitu status dampak covid apindo phk dlvr it rs zdp e kspicitu"
"1386"," e dimazzz vw status dampak covid apindo phk dlvr it rs jq dimazzz vw"
"1387"," e latifahwjynt status lockdown ekonomi anjlok harga pangan kelaparan rakyat gamampu beli bahan pangan yg pd dsrnya adl kbthn primer pengusaha krn bnyk sektor yg terhenti shg mengalami kerugian ga phk disisi penularan covid berkurang latifahwjynt"
"1388"," e a prasetyoo status yg yg putus hubungan kerja phk biaya operasionalnya bener ga nutup seminggu berjalan sepi akibat covid alhasil yg korbanin karyawannya a prasetyoo"
"1389"," e noona insting status heboh rupiah ambyar sisi yg phk ambyar jg kebutuhan harganya ambyar perasaan pasien keluarga pasien covid stay safe and healthy semoga beraktivitas noona insting"
"1390"," e vinodii status yah asyem kena phk semangat ca tp bali enak aman dr covid keknya ya pengen ngungsi tp berat diongkos wkwk vinodii"
"1391"," e kingsilalahi status siapkan jaring pengaman phk akibat force majeur covid kingsilalahi"
"1392"," e setkabgoid status presiden fokus bidang kesehatan dlm upaya pengendalian covid social safety net bantuan sosial ketiga yg berkaitan dgn insentif ekonomi pelaku usaha umkm berproduksi terhindar p setkabgoid"
"1393"," e antarabiz status presiden jokowi umkm insentif cegah phk dampak covid dlvr it rsd f e antarabiz"
"1394"," e topinfo id status presiden jokowi umkm insentif cegah phk dampak covid topinfo id presiden jokowi umkm insentif cegah phk dampak covid e topinfo id"
"1395"," e topinfo id status presiden jokowi umkm insentif cegah phk dampak covid topinfo id presiden jokowi umkm insentif cegah phk dampak covid e topinfo id"
"1396"," e afifahraa status phk menambah tingkat pengangguran bertambah mempengaruhi daya beli masyarakat "
"1397","spertinya pemerintah fokus penanganan covid ketimbang insentif sektor usaha e afifahraa "
"1398"," e hamizahyayang status ya allah "
"1399","sedih kehilangan temen kerja "
"1400","temen phk dampak virus covid "
"1401"," mata thr trus phk "
"1402","redakan wabah ya allah sampek rezeki putuskn ya allah e hamizahyayang"
"1403"," e tribunpontianak status kartuprakerja resmi diluncurkan wilayah prioritas covid industri phk karyawan tribunpontianak"
"1404"," e dinnasals status dampak covid phk massal wkwk coronaeffect dinnasals"
"1405"," e rina novitasari status presiden jokowi umkm insentif cegah phk dampak covid rina novitasari"
"1406"," e enjang as status wabah covid mengancam dunia industri kspi phk bekasimedia wabah covid mengancam dunia industri kspi phk enjang as"
"1407"," e kemenkeuri status anggaran pusat daerah diprioritaskan penanganan covid jaring keamanan sosial social safety net dunia usaha phk "
"1408","‚ "
"1409","selengkapnya kemenkeu go id publikasi berita rangkuman arahan presiden jokowi gugus kemenkeuri"
"1410"," e djpb aceh status rt kemenkeuri anggaran pusat daerah diprioritaskan penanganan covid jaring keamanan sosial social safety net dunia usaha phk "
"1411","‚ "
"1412","selengkapnya kemenkeu go id publikasi berita rangkuman arahan presiden joko e djpb aceh"
"1413"," e loopholeacademy status dapatkah kartu prakerja insentif ketenagakerjaan melambatnya pertumbuhan ekonomi indonesia akibat covid "
"1414"," "
"1415"," jokowi kartuprakerja ketenagakerjaan menaker perpres pelatihan insentif onlinecourse onlinetraining pengangguran e loopholeacademy"
"1416"," e rahmatw status iyo mbak phk massal keno uu minerba plus covid e rahmatw "
"1417"," e majegru status portugal pemerintahnya membayar gaji pekerja yg tinggal rumah memiliki anak dibawah usia phk subsidi bacotsantuy covid stayathome mencarijodohditwitter e majegru"
"1418"," e fktmb status halo min dkijakarta dinkesjkt info relawan rw rw kel gunungsahari utara kec sawah jakarta pusat terindikasi terkena covid phk kelurahan sdh penyeterilan cmn pasien blm bawa rs sdh hub dinas kesehatan mohon utk res fktmb"
"1419"," e dh ni status pagi gw kabar gw nangis "
"1420",""
"1421"," teman gw gajinya dibayar juni "
"1422"," adek teman gw kena phk "
"1423",""
"1424"," ayo donk teman teman bantu pemerintah atasi wabah meremehkan covid dh ni"
"1425"," e satzchoochoo status covid sakit kerja produktivitas menurun perusahaan bangkrut bayar pajak ga negara kekurangan pemasukan ga subsidi pengangguran akibat phk bayar rs gabisa rupiah barang barang mahal kriminal lai satzchoochoo"
"1426"," e vaniaciprut status dampak wabah covid mempengaruhi "
"1427",""
"1428","fokus jokowi tuk stabilitas ekonomi"
"1429",""
"1430"," kesehatan"
"1431"," bantuan sosial"
"1432"," insentif ekonomi umkm produksi sampe phk "
"1433",""
"1434"," stoppolitikfokuscorona "
"1435",""
"1436"," idntimes news indonesia fitang adh e vaniaciprut"
"1437"," e jarrak pos status dilema imbas covid karyawan hotel bali terancam phk massal e jarrak pos"
"1438"," e fadhilahnoor status surat edaran kemnakerri perlindungan pekerja covid "
"1439","lihat poin ll janggal perlindungan pengusaha kali efek domino kwatir phk massal fadhilahnoor "
"1440"," e dosenpakshandy status yg professional tetep kerja keras yaah jgn sampe kena phk jaman covid coronacrisis gini e dosenpakshandy"
"1441"," e wa puspa status dampak wabah covid mempengaruhi "
"1442",""
"1443","fokus jokowi tuk stabilitas ekonomi"
"1444",""
"1445"," kesehatan"
"1446"," bantuan sosial"
"1447"," insentif ekonomi umkm produksi sampe phk "
"1448",""
"1449"," stoppolitikfokuscorona e wa puspa"
"1450"," e batamtoday status covid mewabah kadisnaker bintan perusahaan lagoi phk karyawan batamtoday"
"1451"," e shendannisaput status tmnku yg megang employment banget perusahaan yg advise dampak covid phk shendannisaput"
"1452"," e lebhor status pemerintah memikirkan nasib pekerja yg phk rumahkan covid "
"1453","trs terang corona lg yg takutin tp tagihan dr finance motor pinjol dll yg dtng menghatui dngn ancaman dr debcolector e lebhor"
"1454"," e helowriaa status sbnrnya efek covid yg tktin "
"1455",""
"1456"," phk an "
"1457",""
"1458"," tmn curhat kerja bidang f b yea dpt surat phk "
"1459",""
"1460","sad helowriaa"
"1461"," e puput afifi status kerja phk meliburkan bergantian memotong uang kehadiran memangkas biaya akibat loyonya omset efek covid semoga cepat aamiin puput afifi"
"1462"," e trigoram status covid mohon wabah yg lbh mengerikan wabah phk trigoram"
"1463"," e fhadillakurnia status perekonomian indonesia menurun drastis covid phk omset resah pekerjaan ku fhadillakurnia"
"1464"," e masturohquthb status wabah covid mengancam dunia industri kspi phk dlvr it rsjszr masturohquthb"
"1465"," e anggacahyaps status denger mayoritas temen gw phk njir makan ekonomi ancur dah covid massive damage anggacahyaps"
"1466"," e mardiasih status orang patungan hand sanitizer swadaya masker solidaritas donasi pergi pasar bagiin selebaran pencegahan covid masy yg ga terpapar internet "
"1467",""
"1468","pengusaha unpaid leave ga menggaji karyawannya phk pesangon "
"1469",""
"1470"," benci orang kaya jaha mardiasih"
"1471"," e dencitro status pemerintah perancis lockdown selasa menyediakan dana ‚Ç milyar ga salah menjamin tdk phk membebaskan biaya listrik gas sebulan dst dst "
"1472","pertanyaannya brp lockdown msh negara warganya ga tanggap covid dencitro"
"1473"," e yzarraoirtas status social distancing scr disiplin efek positifnya jg ya tdk menghambat penyebaran covid mengurangi phk besaran menguatkan rupiah why yzarraoirtas"
"1474"," e peter shearer status byk bgt cerita dengar "
"1475"," korban phk takut phk "
"1476"," usaha tutup "
"1477"," jualan sepi "
"1478"," khawatir keluarga kena sakit "
"1479"," dll virus covid peter shearer"
"1480"," e samesa status ribuan pekerja hotel jasa pariwisata terancam phk gulung tikar detik mendengar menteri pariwisata berpidato menguatkan pengusaha melewati sulit "
"1481"," jakarta corona lockdown indonesia c e samesa "
"1482"," e veen status membonceng covid phk pekerja goo gl fb udedh veen "
"1483"," e masibnoe id status obon tabroni pengusaha manfaatkan musibah covid phk pekerja inisiatifnews nasional obon tabroni pengusaha manfaatkan musibah covid phk pekerja masibnoe id"
"1484"," e xpecialweapon status msh byk yg gabisa lockdown mrk kegiatan yg gabisa dilakuin didalem rumah "
"1485"," sih setuju kotanya yg lockdown keknya lbh efektif aj gitu "
"1486",""
"1487","fyi covid sbgn retail jd sepi pngunjung karyawan xpecialweapon"
"1488"," e puk sanwa status membonceng covid phk pekerja"
"1489"," e puk sanwa"
"1490"," e topinfo id status legislator pengusaha phk pekerja wabah covid topinfo id legislator pengusaha phk pekerja wabah covid e topinfo id"
"1491"," e vivanewscom status imbas virus corona covid buruh depok dihantui phk massal dlvr it rsncwf vivanews e vivanewscom"
"1492"," e ochiepratiwi status takut kena virus covid potong gaji phk ochiepratiwi"
"1493"," e kitongbisa status yg bidang kesehatan dlm upaya pengendalian covid yg social safety net bantuan sosial yg ketiga yg berkaitan dgn insentif ekonomi pelaku usaha umkm bs ttp berproduksi terhindar dr phk ujarny kitongbisa"
"1494"," e topbusiness id status terdampak covid pengusaha phk karyawan e topbusiness id"
"1495"," e joemusthofa status titik phk massal "
"1496"," yg jd khawatiran "
"1497",""
"1498"," nasib fresh graduate "
"1499"," yah nasib sial bener "
"1500"," vid covid nunggu sampek nyentuh rb sih e joemusthofa "
"1501"," e kakashi heru status membonceng covid phk pekerja dlvr it rsnpgt kakashi heru"
"1502"," e okezonenews status phk dampak covid sektor pariwisata taucepattanpabatas keuangan ekonomi ekonomi ekonomiindonesia okezonenews"
"1503"," e anadoluagencyid status breaking industri tekstil terancam phk besaran akibat penurunan permintaan pasar akibat wabah covid e anadoluagencyid"
"1504"," e topinfo id status phk dampak covid sektor pariwisata topinfo id phk dampak covid sektor pariwisata e topinfo id"
"1505"," e dorongembeer status covid ngeri nambah ngeri phk dimana timbul "
"1506","lekas membaik pertiwi e dorongembeer"
"1507"," e reno status pasar spot sdh kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1508"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1509"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1510"," e reno status pasar spot dollar sdh pd rekan waspada kondisi terburuk indo pabrik sdh phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pas reno "
"1511"," e reno status pasar spot dollar sdh pd rekan disaat kondisi terburuk indo pabrik sdh phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1512"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1513"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1514"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1515"," e phk status coming soon donald trump as the hero of covid thebulwark coming soon donald trump as the hero of covid via bulwarkonline phk "
"1516"," e reno status pasar spot dollar sdh pd rekan kondisi terburuk indo pabrik phk tdk sanggup biaya produksi gaji karyawan kondisi korban covid korban meninggal rs tanggulangi pasien reno "
"1517"," e spykill status anggota dpr kerja rumah gaji anggota pekerja pabrik kerja rumah ya phk muncul wacana mendahulukan tes covid anggota dpr putusrantaicovid yg tes berdasarkan kedudukan cinta budaya indonesia e spykill "
"1518"," e sanesklo status ga orang lalang dijalan jalan main kerja kerja ga libur gua ngerti gimana bahaya covid but tuntunan kerjaan ga lu kerjain lu phk dirumahaja gunain efisien mun e sanesklo"
"1519"," e shannarroo status efek covid emang perusahaan fnb sodara gw kerja dibagian salah fnb ternama indonesia bbrp karyawannya udh phk shannarroo"
"1520"," e febrinabu status kondisi ngebuat berat dollar tembus ribu dbd covid makan korban efeknya perusahaan terjun bebas unpaid phk wfh yg ga wfh febrinabu"
"1521"," e gembokwarteg status resmi kena phk bareng orang omset bener bener anjlok covid gw sih ga kaget dapet kerjaan alhamdulillah kasian temen temen berkeluarga ga kebayang e gembokwarteg"
"1522"," e hilmyndraaa status alasan indonesia nomor diasia tenggara covid beraktifitas diluar rumah alasannya takut kena phk phk menakutkan pekerja covid "
"1523"," aniesbaswedan "
"1524"," lockdowndpr "
"1525"," tolakomnibuslaw "
"1526"," dirumah hilmyndraaa"
"1527"," e dawiguna status bersyukurlah indonesia produktif orang minim "
"1528",""
"1529"," usaha tutup orang phk covid "
"1530",""
"1531","virus mengambil kesehatan keuangan orang yg sehat"
"1532",""
"1533"," dawiguna"
"1534"," e yaaahabibiii status gakuat nahan nangis denger cerita temen yg ayah ibunya kena phk covid perusahaan collapse yaallah banget romadhon teraweh tenang e yaaahabibiii"
"1535"," e masdidesa status mahasiswa kondisi financial yg buruk dampak covid berharap bulanan orang tua yg phk dr pekerjaan musibah jd tolong pertimbangkan kembal masdidesa"
"1536"," e kontannews status ancaman phk membayangi industri tekstil akibat dampak virus corona covid kontannews"
"1537"," e port inspiratif status ida fauziyah berharap phk terdampak covid inspiratif co id indeks nasional phk covid e port inspiratif"
"1538"," e inspiratifl status ida fauziyah berharap phk terdampak covid inspiratif co id indeks nasional phk covid inspiratifl"
"1539"," e anadoluagencyid status breaking presiden jokowi program kartu pra kerja mengantisipasi phk akibat wabah covid e anadoluagencyid"
"1540"," e lokadataid status pelaku industri tekstil mengaku terpukul pelemahan pasar serapan barang hasil produksi ancaman phk massal menghantui industri tekstil akibat pandemi covid "
"1541",""
"1542"," waktunyalokadata lokadataid"
"1543"," e cameliawen status gila ya bandel diblgin gamau nurut "
"1544"," rugi orang tertular covid saudara disekitar tp orang phk perusahaan rugi orang yg digaji "
"1545"," egois lu menjemput virus e cameliawen"
"1546"," e antarabengkulu status antisipasi lonjakan phk pandemi covid jokowi anggarkan rp triliun news bengkulu antarabengkulu"
"1547"," e kanalbekasi status covid berdampak phk kemenaker kanalbekasi covid berdampak phk kemenaker "
"1548",""
"1549"," phk "
"1550"," covid "
"1551"," kerja "
"1552",""
"1553","dampak pandemi covid menghantam industri hiburan bayang bayang phk menghantui pekerjanya e kanalbekasi"
"1554"," e pikiran rakyat status pandemi covid picu phk presiden jokowi anggarkan rp triliun pikiran rakyat"
"1555"," e mutiarakinantip status alih alih menyelamatkan wajah perusahaan loh karyawan rumahkan krn berbahaya covid "
"1556","realitanya hai karyawanku terima kasih kontribusinya silakan mengembalikan seragam ya bahasa halus dr phk hrdba mutiarakinantip"
"1557"," e antarajatimcom status presiden joko widodo menganggarkan dana rp triliun mengantisipasi lonjakan pengangguran akibat perusahaan pemutusan hubungan kerja phk pandemi covid "
"1558",""
"1559"," antarajatimcom"
"1560"," e anggafrendika status auto phk jalur covid e anggafrendika"
"1561"," e tempodotco status jokowi menganggarkan rp triliun mengantisipasi lonjakan pengangguran akibat perusahaan pemutusan hubungan kerja phk pandemi virus corona covid tempodotco"
"1562"," e badungrista status fnb ambyar covid "
"1563","coffee shopnya punyanya grup ism ya abis phk massal barista "
"1564",""
"1565","kopi ‚Äúmemories‚Äù abis ngecut barista belom disana rumornya orang an "
"1566",""
"1567","gimana ga deg degan bgst badungrista"
"1568"," e valbury cp status makronews presiden joko widodo anggarkan dana rp t utk anitisipasi lonjakan pengangguran akibat banyaknya phk pandemi covid valbury cp"
"1569"," e lensartv status presiden jokowi bbrp rencana penanggulangan dampak covid salah satunya kelonggaran pembayaran cicilan kendaraan driver ojol "
"1570"," "
"1571"," jokowi presiden ojol ojekonline taksionline cicilan phk corona viruscorona korona viru lensartv"
"1572"," e ceknricekcom id status banyaknya perusahaan phk pandemi covid pemerintah anggarkan triliun ceknricekcom id"
"1573"," e sirodjudin status pandemi corona jokowi kartu pra kerja pakai antisipasi phk "
"1574",""
"1575","jokowi program kartu pra kerja dijalankan mengantisipasi phk akibat wabah‚ virus corona covid indonesia "
"1576",""
"1577"," e sirodjudin "
"1578"," e reeenrennn status plot twist sblmnya perusahaan pgn phk pegawai tp g reason pas when kayak gini auto bnyak phk dgn dalih covid wu sad reeenrennn"
"1579"," e andripitak status covid vs phk salah andripitak"
"1580"," e sirodjudin status pandemi corona jokowi kartu pra kerja pakai antisipasi phk "
"1581",""
"1582","jokowi program kartu pra kerja dijalankan mengantisipasi phk akibat wabah‚ virus corona covid indonesia "
"1583",""
"1584"," gerakanphysicaldistancing "
"1585"," detik id khoc e sirodjudin "
"1586"," e febsav status calon calon phk krn covid perusahaan lg down gilaaa udahan kek lo corona world tournya febsav"
"1587"," e budaksalary status dampak covid perusahaan phk kondisi orang orang butuh pemasukan untungnya pemerintah langsung tanggap menangani semoga solusi pemerintah berjalan "
"1588"," cnnindonesi e budaksalary"
"1589"," e sirodjudin id status pandemi corona jokowi kartu pra kerja pakai antisipasi phk "
"1590",""
"1591","jokowi program kartu pra kerja dijalankan mengantisipasi phk akibat wabah‚ virus corona covid indonesia "
"1592",""
"1593"," gerakanphysicaldistancing sirodjudin id"
"1594"," e hamba lina status covid berdampak phk perusahaan tenang ajaa kartu pra kerja diluncurkan "
"1595",""
"1596","monggo dibuka link dibawah yaa "
"1597",""
"1598","salam hamba lina"
"1599",""
"1600","artikel ‚ m detik finance berita ekonomi bisnis d kartu pra ker e hamba lina"
"1601"," e francmohede status penularan covid diantisipasi phk dgn keluarga yg ditinggalkan korban meninggal akibat corona utama sdh fakta francmohede"
"1602"," e wirandagalang status covid jahat jahat banget membahayakan nyawa manusia covid jg ngerusak kehidupan orang sahabat sahabat yg phk imbas covid nyalahin kehendak allah swt semoga cepat wirandagalang"
"1603"," e todyay status anyway pi one of the mall i meet client the most is closing down temporarily due to covid fucking employees are the most unfortunate i think in this case ga employees plaza indo doang tp dmn semoga kartu pra kerja penyelamat yg kena phk ekonomi de e todyay"
"1604"," e pakehenset status covid sakit hati tiba‚ karyawan kena phk pengurangan jam kerja gaji karyawan lekas membaik pakehenset"
"1605"," e vazaroscar status covid phk masal "
"1606","penganguran puasa lebaran "
"1607","aktifitas rumah biaya dibutuhkan "
"1608",""
"1609"," "
"1610"," bubarkancegahcorona vazaroscar"
"1611"," e bagasprana status karir rejeki om bayang bayangin phk akibat covid nih om e bagasprana "
"1612"," e cendananews status pemerintah santunan pekerja kena phk terdampak covid cendananews pemerintah santunan pekerja kena phk terdampak covid html cendananews"
"1613"," e digitalyht status reposted from hartanahgroup hi hartawan"
"1614"," dihadapkan situasi menentu banjir resesi ekonomi covid saham rontok phk aktivitas pun‚Ä instagram p b hu ach vt igshid buo aedqe e digitalyht"
"1615"," e irulbasyaruddin status akibat covid perusahaan yg proyeknya mangkrak berhenti masyarakat menghadapi gelombang phk an semoga irulbasyaruddin"
"1616"," e randyhts status karyawan yg phk sm perusahaan covid ga kayanya buruh bersedih deh e randyhts"
"1617"," e iwansumule status hemat anggaran membantu penanganan penyebaran chinese virus covid stafsus milenial phk stafsus kementrian fungsi maksimal "
"1618",""
"1619","iya sih iwansumule"
"1620"," e ahmadsae status nasip karyawan swasta yg terpaksa phk pabrik toko tutup gmna kena imbas covid ahmadsae "
"1621"," e indosiar status presiden joko widodo kebijakan mempertahankan daya beli masyarakat mengurangi risiko phk merabaknya covid indosiarberita indosiar"
"1622"," e metro tv status breakingnewsmetrotv pemerintah menganggarkan bantuan triliun rupiah mengantisipasi lonjakan penganguran covid phk perusahaan keringanan cicilan kredit kendaraan bermotor perahu live metro tv metro tv"
